Fecha   	Ccl	
07-05-2014	9,85
06-05-2014	9,84
05-05-2014	9,96
30-04-2014	10,12
29-04-2014	10,02
28-04-2014	9,73
25-04-2014	9,67
24-04-2014	9,59
23-04-2014	9,64
22-04-2014	9,67
21-04-2014	9,75
16-04-2014	9,62
15-04-2014	9,59
14-04-2014	9,66
11-04-2014	9,61
10-04-2014	9,52
09-04-2014	9,60
08-04-2014	9,67
07-04-2014	9,65
04-04-2014	9,93
03-04-2014	10,01
01-04-2014	10,17
31-03-2014	10,00
28-03-2014	10,02
27-03-2014	10,21
26-03-2014	10,29
25-03-2014	10,30
21-03-2014	10,27
20-03-2014	10,29
19-03-2014	10,14
18-03-2014	10,14
17-03-2014	10,28
14-03-2014	10,39
13-03-2014	10,28
12-03-2014	10,40
11-03-2014	10,19
10-03-2014	10,07
07-03-2014	10,20
06-03-2014	10,32
05-03-2014	10,35
28-02-2014	10,34
27-02-2014	10,50
26-02-2014	10,51
25-02-2014	10,40
24-02-2014	10,55
21-02-2014	10,58
20-02-2014	10,55
19-02-2014	10,50
18-02-2014	10,77
14-02-2014	10,87
13-02-2014	10,95
12-02-2014	10,87
11-02-2014	10,74
10-02-2014	10,80
07-02-2014	11,62
06-02-2014	12,00
05-02-2014	12,43
04-02-2014	12,65
03-02-2014	12,00
31-01-2014	11,54
30-01-2014	11,27
29-01-2014	10,83
28-01-2014	10,93
27-01-2014	11,00
24-01-2014	11,00
23-01-2014	10,30
22-01-2014	10,11
21-01-2014	10,23
17-01-2014	9,95
16-01-2014	9,71
15-01-2014	9,60
14-01-2014	9,60
13-01-2014	9,30
10-01-2014	9,15
09-01-2014	9,22
08-01-2014	9,00
07-01-2014	9,00
06-01-2014	9,00
03-01-2014	8,89
02-01-2014	8,88
30-12-2013	8,70
27-12-2013	8,51
26-12-2013	8,58
23-12-2013	8,48
20-12-2013	8,47
19-12-2013	8,53
18-12-2013	8,55
17-12-2013	8,46
16-12-2013	8,56
13-12-2013	8,46
12-12-2013	8,44
11-12-2013	8,44
10-12-2013	8,58
09-12-2013	8,53
06-12-2013	8,55
05-12-2013	8,48
04-12-2013	8,40
03-12-2013	8,32
02-12-2013	8,52
29-11-2013	8,72
27-11-2013	8,87
26-11-2013	8,97
22-11-2013	8,93
21-11-2013	8,95
20-11-2013	9,05
19-11-2013	9,15
18-11-2013	9,20
15-11-2013	9,25
14-11-2013	9,25
13-11-2013	9,30
12-11-2013	9,23
11-11-2013	9,17
08-11-2013	9,20
07-11-2013	9,32
05-11-2013	9,18
04-11-2013	9,22
01-11-2013	9,17
31-10-2013	9,16
30-10-2013	9,11
29-10-2013	9,30
28-10-2013	9,40
25-10-2013	9,35
24-10-2013	9,35
23-10-2013	9,27
22-10-2013	9,27
21-10-2013	9,20
18-10-2013	9,10
17-10-2013	9,00
16-10-2013	9,00
15-10-2013	9,10
11-10-2013	9,10
10-10-2013	9,05
09-10-2013	9,05
08-10-2013	9,05
07-10-2013	9,10
04-10-2013	9,05
03-10-2013	9,05
02-10-2013	9,00
01-10-2013	8,98
30-09-2013	9,00
27-09-2013	9,00
26-09-2013	9,10
25-09-2013	9,22
24-09-2013	9,25
23-09-2013	9,22
20-09-2013	9,27
19-09-2013	9,27
18-09-2013	9,30
17-09-2013	9,30
16-09-2013	9,05
13-09-2013	9,00
12-09-2013	9,00
11-09-2013	8,87
10-09-2013	8,87
09-09-2013	8,88
06-09-2013	8,88
05-09-2013	8,88
04-09-2013	8,89
03-09-2013	8,82
02-09-2013	8,70
30-08-2013	8,55
29-08-2013	8,75
28-08-2013	8,74
27-08-2013	8,57
26-08-2013	8,55
23-08-2013	8,51
22-08-2013	8,55
21-08-2013	8,54
20-08-2013	8,50
16-08-2013	8,50
15-08-2013	8,50
14-08-2013	8,57
13-08-2013	8,57
12-08-2013	8,50
09-08-2013	8,55
08-08-2013	8,56
07-08-2013	8,32
06-08-2013	8,30
05-08-2013	8,30
02-08-2013	8,23
01-08-2013	8,23
31-07-2013	8,53
30-07-2013	8,32
29-07-2013	8,30
26-07-2013	8,32
25-07-2013	8,35
24-07-2013	8,31
23-07-2013	8,31
22-07-2013	8,32
19-07-2013	8,27
18-07-2013	8,55
17-07-2013	8,54
16-07-2013	8,48
15-07-2013	8,33
12-07-2013	8,20
11-07-2013	8,12
10-07-2013	8,17
08-07-2013	7,92
05-07-2013	7,86
04-07-2013	7,40
03-07-2013	7,59
02-07-2013	7,63
01-07-2013	7,90
28-06-2013	7,65
27-06-2013	7,88
26-06-2013	8,10
25-06-2013	8,18
24-06-2013	8,25
19-06-2013	7,87
18-06-2013	7,90
17-06-2013	8,02
14-06-2013	8,05
13-06-2013	8,16
12-06-2013	8,27
11-06-2013	8,28
10-06-2013	8,36
07-06-2013	8,41
06-06-2013	8,35
05-06-2013	8,30
30-05-2013	8,32
29-05-2013	8,34
27-05-2013	8,53
24-05-2013	8,62
23-05-2013	8,51
22-05-2013	8,66
21-05-2013	8,87
20-05-2013	8,83
17-05-2013	9,06
16-05-2013	9,02
15-05-2013	8,59
14-05-2013	8,71
13-05-2013	9,01
10-05-2013	9,24
09-05-2013	9,55
08-05-2013	9,54
07-05-2013	9,43
06-05-2013	9,47
03-05-2013	9,31
02-05-2013	9,31
30-04-2013	9,21
29-04-2013	9,16
26-04-2013	9,01
25-04-2013	8,85
24-04-2013	8,90
23-04-2013	8,93
22-04-2013	8,93
19-04-2013	9,04
18-04-2013	9,05
17-04-2013	8,93
16-04-2013	8,87
15-04-2013	8,73
12-04-2013	8,63
11-04-2013	8,52
10-04-2013	8,48
09-04-2013	8,44
08-04-2013	8,45
05-04-2013	8,41
04-04-2013	8,44
03-04-2013	8,54
27-03-2013	8,50
26-03-2013	8,48
25-03-2013	8,40
22-03-2013	8,59
21-03-2013	8,48
20-03-2013	8,37
19-03-2013	8,44
18-03-2013	8,49
15-03-2013	8,47
14-03-2013	8,36
13-03-2013	8,34
12-03-2013	8,33
11-03-2013	8,20
08-03-2013	8,15
07-03-2013	8,03
06-03-2013	8,06
05-03-2013	7,92
04-03-2013	8,06
01-03-2013	8,08
28-02-2013	7,78
27-02-2013	7,82
26-02-2013	7,94
25-02-2013	7,73
22-02-2013	7,67
21-02-2013	7,75
19-02-2013	7,72
15-02-2013	7,62
14-02-2013	7,71
13-02-2013	7,69
08-02-2013	7,76
07-02-2013	7,70
06-02-2013	7,77
05-02-2013	7,87
04-02-2013	7,83
01-02-2013	7,71
30-01-2013	7,68
29-01-2013	7,62
28-01-2013	7,53
25-01-2013	7,51
24-01-2013	7,46
23-01-2013	7,38
22-01-2013	7,35
18-01-2013	7,31
17-01-2013	7,33
16-01-2013	7,25
15-01-2013	7,18
14-01-2013	7,16
11-01-2013	7,13
10-01-2013	7,03
09-01-2013	7,03
08-01-2013	6,87
07-01-2013	6,83
04-01-2013	6,82
03-01-2013	6,68
02-01-2013	6,67
