Fecha	BM
12-05-16	580502
13-05-16	583884
16-05-16	582949
17-05-16	588530
18-05-16	581677
19-05-16	576594
20-05-16	582521
23-05-16	580783
24-05-16	579973
26-05-16	570735
27-05-16	572090
30-05-16	573646
31-05-16	576156
1-06-16	612292
2-06-16	609610
3-06-16	611370
6-06-16	611881
7-06-16	609767
8-06-16	622173
9-06-16	620708
10-06-16	622070
13-06-16	618412
14-06-16	612542
15-06-16	626544
16-06-16	613872
21-06-16	620644
22-06-16	642135
23-06-16	629921
24-06-16	620107
27-06-16	614431
28-06-16	611435
29-06-16	624050
30-06-16	631231
1-07-16	687519
4-07-16	682619
5-07-16	666568
6-07-16	679934
7-07-16	683152
11-07-16	681231
12-07-16	672801
13-07-16	677321
14-07-16	679613
15-07-16	669672
18-07-16	664814
19-07-16	660575
20-07-16	660207
21-07-16	659004
22-07-16	658427
25-07-16	660826
26-07-16	668844
27-07-16	669432
28-07-16	668704
29-07-16	661130
1-08-16	687837
2-08-16	683838
3-08-16	671569
4-08-16	673429
5-08-16	674486
8-08-16	685221
9-08-16	681493
10-08-16	689303
11-08-16	679266
12-08-16	673474
16-08-16	661733
17-08-16	676314
18-08-16	673734
19-08-16	673130
22-08-16	673400
23-08-16	670630
24-08-16	672905
25-08-16	669852
26-08-16	668818
29-08-16	681561
30-08-16	684241
31-08-16	679730
1-09-16	705805
2-09-16	692521
5-09-16	693019
6-09-16	682648
7-09-16	695555
8-09-16	700060
9-09-16	695192
12-09-16	689625
13-09-16	682007
14-09-16	688438
15-09-16	685174
16-09-16	675817
19-09-16	679204
20-09-16	672499
21-09-16	675277
22-09-16	673798
23-09-16	666684
26-09-16	665301
27-09-16	662208
28-09-16	662070
29-09-16	652682
30-09-16	682655
3-10-16	686816
4-10-16	687644
5-10-16	692655
6-10-16	692582
7-10-16	707006
11-10-16	711894
12-10-16	709623
13-10-16	707861
14-10-16	707528
17-10-16	704126
18-10-16	700089
19-10-16	685319
20-10-16	691652
21-10-16	688804
24-10-16	686510
25-10-16	687830
26-10-16	673552
27-10-16	669905
28-10-16	701483
31-10-16	674209
1-11-16	717898
2-11-16	704074
3-11-16	704799
4-11-16	721518
7-11-16	723317
8-11-16	724286
9-11-16	727448
10-11-16	725266
11-11-16	718999
14-11-16	717603
15-11-16	717870
16-11-16	736911
17-11-16	733009
18-11-16	728279
21-11-16	728373
22-11-16	725099
23-11-16	711483
24-11-16	704645
25-11-16	703263
29-11-16	727959
30-11-16	716689
1-12-16	758560
2-12-16	756807
5-12-16	761440
6-12-16	757268
7-12-16	772365
12-12-16	778256
13-12-16	780031
14-12-16	804569
15-12-16	791514
16-12-16	791489
19-12-16	791127
20-12-16	800972
21-12-16	821382
22-12-16	807007
23-12-16	798763
26-12-16	799039
27-12-16	797427
28-12-16	811800
29-12-16	818020
30-12-16	821664
2-01-17	854951
3-01-17	856528
4-01-17	852336
5-01-17	843142
6-01-17	840120
9-01-17	839299
10-01-17	847063
11-01-17	799301
12-01-17	797870
13-01-17	794087
16-01-17	789983
17-01-17	767753
18-01-17	794264
19-01-17	790655
20-01-17	794349
23-01-17	797307
24-01-17	804230
25-01-17	817042
26-01-17	820175
27-01-17	815170
30-01-17	827460
31-01-17	827889
1-02-17	830588
2-02-17	823925
3-02-17	824726
6-02-17	829162
7-02-17	846685
8-02-17	845004
9-02-17	840860
10-02-17	842046
13-02-17	838103
14-02-17	836932
15-02-17	835281
16-02-17	822288
17-02-17	813209
20-02-17	811343
21-02-17	836426
22-02-17	821449
23-02-17	825312
24-02-17	814742
1-03-17	854352
2-03-17	849511
3-03-17	829443
6-03-17	807023
7-03-17	781986
8-03-17	779302
9-03-17	781653
10-03-17	799471
13-03-17	791744
14-03-17	796573
15-03-17	812191
16-03-17	782767
17-03-17	774680
20-03-17	790412
21-03-17	788598
22-03-17	781873
23-03-17	775336
27-03-17	764971
28-03-17	751625
29-03-17	754352
30-03-17	772869
31-03-17	754752
3-04-17	793132
4-04-17	786106
5-04-17	778071
6-04-17	778919
7-04-17	779781
10-04-17	791731
11-04-17	789921
12-04-17	776726
17-04-17	795822
18-04-17	795751
19-04-17	835464
20-04-17	811736
21-04-17	794195
24-04-17	809294
25-04-17	802272
26-04-17	797345
27-04-17	809373
28-04-17	795910
2-05-17	820133
3-05-17	817790
4-05-17	813496
5-05-17	814964
8-05-17	801198
9-05-17	798250
10-05-17	793702
11-05-17	793703
12-05-17	785871
15-05-17	777729
16-05-17	773069
17-05-17	797567
18-05-17	789253
19-05-17	782324
22-05-17	776242
23-05-17	767649
24-05-17	752265
26-05-17	759718
29-05-17	755434
30-05-17	753678
31-05-17	757087
1-06-17	787403
2-06-17	785710
5-06-17	781772
6-06-17	801773
7-06-17	817715
8-06-17	815320
9-06-17	807625
12-06-17	805071
13-06-17	794101
14-06-17	793093
15-06-17	793491
16-06-17	779105
19-06-17	780566
21-06-17	877377
22-06-17	860521
23-06-17	846855
26-06-17	833960
27-06-17	815943
28-06-17	838718
29-06-17	838524
30-06-17	833104
3-07-17	861792
4-07-17	862607
5-07-17	852826
6-07-17	854996
7-07-17	856485
10-07-17	858398
11-07-17	854270
12-07-17	846675
13-07-17	838889
14-07-17	833235
17-07-17	826663
18-07-17	818010
19-07-17	877037
20-07-17	867210
21-07-17	855945
24-07-17	860538
25-07-17	865947
26-07-17	866435
27-07-17	861981
28-07-17	855295
31-07-17	832274
1-08-17	870966
2-08-17	870605
3-08-17	871280
4-08-17	867815
7-08-17	870130
8-08-17	865093
9-08-17	855416
10-08-17	848354
11-08-17	838231
14-08-17	841625
15-08-17	839199
16-08-17	900246
17-08-17	881686
18-08-17	861389
22-08-17	870776
23-08-17	873201
24-08-17	859697
25-08-17	847667
28-08-17	859171
29-08-17	855470
30-08-17	847530
31-08-17	838398
1-09-17	865617
4-09-17	868262
5-09-17	873018
6-09-17	866696
7-09-17	860005
8-09-17	857241
11-09-17	869677
12-09-17	867844
13-09-17	867484
14-09-17	861035
15-09-17	845236
18-09-17	863510
19-09-17	857500
20-09-17	926112
21-09-17	920080
22-09-17	893615
25-09-17	880117
26-09-17	903590
27-09-17	886981
28-09-17	875223
29-09-17	868105
2-10-17	891638
3-10-17	885708
4-10-17	902049
5-10-17	903674
6-10-17	895331
9-10-17	896488
10-10-17	886368
11-10-17	888141
12-10-17	889324
13-10-17	881027
17-10-17	873237
18-10-17	913086
19-10-17	892574
20-10-17	888043
23-10-17	891574
24-10-17	885290
25-10-17	874105
26-10-17	869971
27-10-17	895482
30-10-17	881242
31-10-17	870104
1-11-17	906649
2-11-17	919768
3-11-17	917840
7-11-17	917895
8-11-17	915529
9-11-17	918735
10-11-17	912694
13-11-17	905592
14-11-17	898104
15-11-17	932528
16-11-17	900986
17-11-17	884329
21-11-17	893222
22-11-17	901952
23-11-17	905977
24-11-17	920645
27-11-17	902242
28-11-17	890630
29-11-17	895668
30-11-17	880313
1-12-17	931301
4-12-17	932681
5-12-17	937979
6-12-17	937721
7-12-17	947103
11-12-17	948193
12-12-17	954030
13-12-17	964194
14-12-17	961114
15-12-17	993396
18-12-17	991376
19-12-17	988201
20-12-17	1076940
21-12-17	1035387
22-12-17	1032122
26-12-17	1024971
27-12-17	1005380
28-12-17	1009954
29-12-17	1001113
2-01-18	1078571
3-01-18	1062257
4-01-18	1045362
5-01-18	1039731
8-01-18	1026705
9-01-18	1017952
10-01-18	1026787
11-01-18	1032955
12-01-18	1027204
15-01-18	1016341
16-01-18	1010245
17-01-18	1060588
18-01-18	1041866
19-01-18	1033152
22-01-18	1030290
23-01-18	1012001
24-01-18	1001854
25-01-18	1030909
26-01-18	1018995
29-01-18	1005001
30-01-18	1002954
31-01-18	966089
1-02-18	1025020
2-02-18	1023959
5-02-18	1032983
6-02-18	1027403
7-02-18	1069189
8-02-18	1055962
9-02-18	1066095
14-02-18	1024438
15-02-18	1018499
16-02-18	992238
19-02-18	985104
20-02-18	971200
21-02-18	1061699
22-02-18	1028353
23-02-18	1033154
26-02-18	1015872
27-02-18	1006724
28-02-18	1002919
1-03-18	1068068
2-03-18	1080581
5-03-18	1040540
6-03-18	1037274
7-03-18	1039916
8-03-18	1041995
9-03-18	1039480
12-03-18	1063372
13-03-18	1060355
14-03-18	1076463
15-03-18	1022485
16-03-18	984163
19-03-18	983240
20-03-18	963234
21-03-18	996403
22-03-18	996007
23-03-18	1003568
26-03-18	1003118
27-03-18	987174
28-03-18	995473
3-04-18	1079997
4-04-18	1081293
5-04-18	1052861
6-04-18	1036337
9-04-18	1021038
10-04-18	1016710
11-04-18	1029314
12-04-18	1022337
13-04-18	1012013
16-04-18	982228
17-04-18	992687
18-04-18	1058076
19-04-18	1034676
20-04-18	1019481
23-04-18	1021051
24-04-18	1005237
25-04-18	993672
26-04-18	1008995
27-04-18	999359
2-05-18	1054561
3-05-18	1046478
4-05-18	1049846
7-05-18	1021116
8-05-18	1001431
9-05-18	1002055
10-05-18	1010683
11-05-18	1032630
14-05-18	1057326
15-05-18	1058421
16-05-18	1088650
17-05-18	1075823
18-05-18	1050007
21-05-18	1031019
22-05-18	1001754
23-05-18	994258
24-05-18	972815
28-05-18	993010
29-05-18	981593
30-05-18	1007372
31-05-18	1020466
1-06-18	1038765
4-06-18	1053728
5-06-18	1060698
6-06-18	1062166
7-06-18	1063533
8-06-18	1027867
11-06-18	1031571
12-06-18	1037430
13-06-18	1037945
14-06-18	1048066
15-06-18	1055267
18-06-18	1046603
19-06-18	1037713
21-06-18	1221810
22-06-18	1150008
25-06-18	1152414
26-06-18	1087229
27-06-18	1051494
28-06-18	1032805
29-06-18	1043632
2-07-18	1138353
3-07-18	1094382
4-07-18	1110104
5-07-18	1153613
6-07-18	1115590
10-07-18	1098717
11-07-18	1085633
12-07-18	1071336
13-07-18	1085846
16-07-18	1063812
17-07-18	1065715
18-07-18	1217562
19-07-18	1195178
20-07-18	1148380
23-07-18	1148847
24-07-18	1120290
25-07-18	1096063
26-07-18	1117033
27-07-18	1098279
30-07-18	1085985
31-07-18	1066809
1-08-18	1117244
2-08-18	1134127
3-08-18	1153119
6-08-18	1160165
7-08-18	1160744
8-08-18	1159388
9-08-18	1150303
10-08-18	1149677
13-08-18	1149621
14-08-18	1124411
15-08-18	1307873
16-08-18	1278241
17-08-18	1231589
21-08-18	1235046
22-08-18	1247540
23-08-18	1245245
24-08-18	1234888
27-08-18	1205723
28-08-18	1210208
29-08-18	1246804
30-08-18	1229649
31-08-18	1208276
3-09-18	1234645
4-09-18	1235916
5-09-18	1253884
6-09-18	1298883
7-09-18	1326242
10-09-18	1311304
11-09-18	1305532
12-09-18	1294348
13-09-18	1295016
14-09-18	1294255
17-09-18	1251731
18-09-18	1233183
19-09-18	1366300
20-09-18	1298659
21-09-18	1228867
24-09-18	1220541
25-09-18	1265438
26-09-18	1266819
27-09-18	1277013
28-09-18	1249657
1-10-18	1286207
2-10-18	1239180
3-10-18	1247746
4-10-18	1257572
5-10-18	1280236
8-10-18	1267599
9-10-18	1257866
10-10-18	1259924
11-10-18	1258559
12-10-18	1240442
16-10-18	1249365
17-10-18	1318446
18-10-18	1258348
19-10-18	1222659
22-10-18	1218220
23-10-18	1229655
24-10-18	1267997
25-10-18	1264827
26-10-18	1275602
29-10-18	1248874
30-10-18	1232467
31-10-18	1155082
1-11-18	1244047
2-11-18	1231563
5-11-18	1175074
7-11-18	1274729
8-11-18	1275024
9-11-18	1274625
12-11-18	1247243
13-11-18	1188936
14-11-18	1181274
15-11-18	1175656
16-11-18	1185904
20-11-18	1204331
21-11-18	1296461
22-11-18	1315452
23-11-18	1384218
26-11-18	1383516
27-11-18	1340861
28-11-18	1317432
29-11-18	1238891
3-12-18	1246097
4-12-18	1219788
5-12-18	1193726
6-12-18	1205849
7-12-18	1235981
10-12-18	1278311
11-12-18	1303046
12-12-18	1325947
13-12-18	1355114
14-12-18	1391743
17-12-18	1396063
18-12-18	1377228
19-12-18	1396190
20-12-18	1387914
21-12-18	1396183
26-12-18	1394688
27-12-18	1383076
28-12-18	1408977
2-01-19	1385096
3-01-19	1354135
4-01-19	1345571
7-01-19	1333701
8-01-19	1342767
9-01-19	1319163
10-01-19	1321496
11-01-19	1312443
14-01-19	1337620
15-01-19	1340936
16-01-19	1334741
17-01-19	1340895
18-01-19	1314390
21-01-19	1324726
22-01-19	1342409
23-01-19	1354000
24-01-19	1363169
25-01-19	1367319
28-01-19	1366824
29-01-19	1389379
30-01-19	1381202
31-01-19	1352805
1-02-19	1441458
4-02-19	1408659
5-02-19	1382286
6-02-19	1370908
7-02-19	1339313
8-02-19	1327684
11-02-19	1316423
12-02-19	1315552
13-02-19	1292994
14-02-19	1293910
15-02-19	1297732
18-02-19	1300646
19-02-19	1312165
20-02-19	1300929
21-02-19	1298811
22-02-19	1315114
25-02-19	1351096
26-02-19	1373527
27-02-19	1404154
28-02-19	1403081
1-03-19	1403592
6-03-19	1366894
7-03-19	1305690
8-03-19	1287055
11-03-19	1254877
12-03-19	1257110
13-03-19	1259051
14-03-19	1282333
15-03-19	1285540
18-03-19	1282623
19-03-19	1275195
20-03-19	1269645
21-03-19	1283588
22-03-19	1284127
25-03-19	1292409
26-03-19	1315215
27-03-19	1327051
28-03-19	1331676
29-03-19	1351521
1-04-19	1362163
3-04-19	1349648
4-04-19	1347035
5-04-19	1318691
8-04-19	1288954
9-04-19	1289677
10-04-19	1293752
11-04-19	1302051
12-04-19	1320660
15-04-19	1317300
16-04-19	1308149
17-04-19	1262097
22-04-19	1268387
23-04-19	1287873
24-04-19	1318021
25-04-19	1353210
26-04-19	1418319
29-04-19	1409917
30-04-19	1402919
2-05-19	1397243
3-05-19	1395528
6-05-19	1372632
7-05-19	1371937
8-05-19	1327565
9-05-19	1304673
10-05-19	1287408
13-05-19	1309257
14-05-19	1332829
15-05-19	1349525
16-05-19	1347129
17-05-19	1351141
20-05-19	1338266
21-05-19	1320460
22-05-19	1331772
23-05-19	1345172
24-05-19	1314985
27-05-19	1333708
28-05-19	1341420
29-05-19	1345789
30-05-19	1345859
31-05-19	1356452
3-06-19	1405000
4-06-19	1390802
5-06-19	1348276
6-06-19	1286790
7-06-19	1295067
10-06-19	1300223
11-06-19	1302666
12-06-19	1324750
13-06-19	1319808
14-06-19	1322922
18-06-19	1342413
19-06-19	1345054
21-06-19	1336895
24-06-19	1349555
25-06-19	1366167
26-06-19	1402446
27-06-19	1401312
28-06-19	1375803
1-07-19	1412781
2-07-19	1384200
3-07-19	1325556
4-07-19	1341260
5-07-19	1345343
10-07-19	1339884
11-07-19	1353919
12-07-19	1346391
15-07-19	1373719
16-07-19	1386471
17-07-19	1403506
18-07-19	1425323
19-07-19	1446054
22-07-19	1402575
23-07-19	1420027
24-07-19	1422786
25-07-19	1440669
26-07-19	1417160
29-07-19	1374922
30-07-19	1325287
31-07-19	1339297
1-08-19	1315810
2-08-19	1325578
5-08-19	1351787
6-08-19	1350016
7-08-19	1354564
8-08-19	1356755
9-08-19	1344749
12-08-19	1487472
13-08-19	1466669
14-08-19	1360913
15-08-19	1341834
16-08-19	1253757
20-08-19	1241085
21-08-19	1280340
22-08-19	1293716
23-08-19	1245525
26-08-19	1296127
27-08-19	1242570
28-08-19	1268686
29-08-19	1329425
30-08-19	1296173
2-09-19	1577889
3-09-19	1531769
4-09-19	1496370
5-09-19	1462572
6-09-19	1423441
9-09-19	1330833
10-09-19	1342159
11-09-19	1361812
12-09-19	1351075
13-09-19	1318984
16-09-19	1289481
17-09-19	1302691
18-09-19	1276898
19-09-19	1275408
20-09-19	1292755
23-09-19	1281486
24-09-19	1263112
25-09-19	1279982
26-09-19	1278059
27-09-19	1283217
30-09-19	1310029
1-10-19	1336755
2-10-19	1320603
3-10-19	1332863
4-10-19	1335443
7-10-19	1328692
8-10-19	1320971
9-10-19	1352486
10-10-19	1330915
11-10-19	1363253
15-10-19	1384731
16-10-19	1385191
17-10-19	1384154
18-10-19	1380938
21-10-19	1413109
22-10-19	1428230
23-10-19	1465536
24-10-19	1446856
25-10-19	1487182
28-10-19	1424542
29-10-19	1416679
30-10-19	1453724
31-10-19	1387243
1-11-19	1449073
4-11-19	1438081
5-11-19	1417718
7-11-19	1430035
8-11-19	1462649
11-11-19	1520708
12-11-19	1571481
13-11-19	1583430
14-11-19	1602091
15-11-19	1610740
19-11-19	1605443
20-11-19	1615596
21-11-19	1643444
22-11-19	1655187
25-11-19	1717844
26-11-19	1663580
27-11-19	1667195
28-11-19	1708845
29-11-19	1671621
2-12-19	1659318
3-12-19	1592292
4-12-19	1519973
5-12-19	1544999
6-12-19	1567291
9-12-19	1642592
10-12-19	1722505
11-12-19	1724751
12-12-19	1686811
13-12-19	1671608
16-12-19	1734333
17-12-19	1736181
18-12-19	1767520
19-12-19	1776689
20-12-19	1831542
23-12-19	1896649
26-12-19	1797325
27-12-19	1829109
30-12-19	1895381
2-01-20	1877287
3-01-20	1834617
6-01-20	1721191
7-01-20	1680836
8-01-20	1642612
9-01-20	1628434
10-01-20	1606490
13-01-20	1628269
14-01-20	1611237
15-01-20	1595328
16-01-20	1591464
17-01-20	1583841
20-01-20	1627338
21-01-20	1714912
22-01-20	1703587
23-01-20	1597283
24-01-20	1679108
27-01-20	1906763
28-01-20	1791338
29-01-20	1749329
30-01-20	1697771
31-01-20	1708871
3-02-20	1743752
4-02-20	1813619
5-02-20	1813917
6-02-20	1887225
7-02-20	1902031
10-02-20	1906657
11-02-20	1930746
12-02-20	1928262
13-02-20	1957388
14-02-20	1954965
17-02-20	1966178
18-02-20	1941302
19-02-20	1941904
20-02-20	1887975
21-02-20	1855477
26-02-20	1807042
27-02-20	1716359
28-02-20	1716134
2-03-20	1814114
3-03-20	1738489
4-03-20	1703553
5-03-20	1703459
6-03-20	1720330
9-03-20	1727244
10-03-20	1786615
11-03-20	1804267
12-03-20	1859656
13-03-20	1856208
16-03-20	1856922
17-03-20	1918092
18-03-20	1919989
19-03-20	2025391
20-03-20	2024399
25-03-20	2205888
26-03-20	2313096
27-03-20	2214596
30-03-20	2292083
1-04-20	2392910
2-04-20	2433387
3-04-20	2433495
6-04-20	2412207
7-04-20	2449458
8-04-20	2441939
13-04-20	2438610
14-04-20	2440687
15-04-20	2438830
16-04-20	2426033
17-04-20	1931880
20-04-20	1926009
21-04-20	1900283
22-04-20	1873799
23-04-20	1858122
24-04-20	1800129
27-04-20	1866499
28-04-20	1830951
29-04-20	1780058
30-04-20	1867128
4-05-20	2411298
5-05-20	2460350
6-05-20	2356666
7-05-20	2301061
8-05-20	2285781
11-05-20	2363214
12-05-20	2390593
13-05-20	2326714
14-05-20	2343802
15-05-20	2504806
18-05-20	2255996
19-05-20	2039211
20-05-20	1993629
21-05-20	2000492
22-05-20	1987395
26-05-20	2026404
27-05-20	1983720
28-05-20	2049428
29-05-20	2131292
1-06-20	2411499
2-06-20	2218153
3-06-20	2204817
4-06-20	2175533
5-06-20	2138987
8-06-20	2113038
9-06-20	2115343
10-06-20	2127641
11-06-20	2101009
12-06-20	2097591
16-06-20	2121457
17-06-20	2114902
18-06-20	2118509
19-06-20	2110301
22-06-20	2213496
23-06-20	2135566
24-06-20	2142800
25-06-20	2140685
26-06-20	2171372
29-06-20	2202384
30-06-20	2164501
1-07-20	2359097
2-07-20	2377474
3-07-20	2368607
6-07-20	2373767
7-07-20	2388267
8-07-20	2270921
13-07-20	2355011
14-07-20	2338952
15-07-20	2288342
16-07-20	2268727
17-07-20	2221876
20-07-20	2258381
21-07-20	2274834
22-07-20	2282579
23-07-20	2281662
24-07-20	2262955
27-07-20	2260822
28-07-20	2281202
29-07-20	2291366
30-07-20	2386046
31-07-20	2428900
3-08-20	2506974
4-08-20	2497358
5-08-20	2454570
6-08-20	2400520
7-08-20	2344231
10-08-20	2389351
11-08-20	2348870
12-08-20	2365960
13-08-20	2304144
14-08-20	2271473
18-08-20	2284875
19-08-20	2269508
20-08-20	2280254
21-08-20	2259074
24-08-20	2264148
25-08-20	2278112
26-08-20	2266143
27-08-20	2280186
28-08-20	2324757
31-08-20	2287225
1-09-20	2359206
2-09-20	2411436
3-09-20	2384708
4-09-20	2384669
7-09-20	2310407
8-09-20	2301723
9-09-20	2286756
10-09-20	2276743
11-09-20	2281287
14-09-20	2336090
15-09-20	2287039
16-09-20	2288070
17-09-20	2314381
18-09-20	2280774
21-09-20	2346077
22-09-20	2311979
23-09-20	2278055
24-09-20	2297638
25-09-20	2254072
28-09-20	2313631
29-09-20	2295292
30-09-20	2393695
1-10-20	2588971
2-10-20	2404536
5-10-20	2435624
6-10-20	2452874
7-10-20	2384162
8-10-20	2355836
9-10-20	2301193
13-10-20	2340564
14-10-20	2302943
15-10-20	2310573
16-10-20	2285442
19-10-20	2294029
20-10-20	2263791
